IDE,Text,kategori
166,nikmat nelpon sms unlimited sama indosat ooredoo internetan puas 3 hari paket ramadhan unlimited ketik 12388,Spam
167,nomor isi nomor sn 6081606122581198060,Spam
168,nomor kamu milik paket netmax dapat paket netmax 55gb 7gb lalu hape 123 aplikasi bimatri website tricoid,Spam
169,nomor memang paling untung tes identitas sedia untuk menang pulsa rp10rb tes ke-30 kirim sms y 99455 sekarang info 838 vd001,Spam
170,pakai handphone xl axiata mu langsung internetan pakai xl,Spam
171,pakai xl tdk perlu repot setting langsung internetan yuk aktif paket internet myxlcoid sekarang,Spam
172,paket 15gb hasil aktif restart hape kamu utk dpt nikmat kuota internetan 90hari cek sisa kuota 5578,Spam
173,paket non-aktifkan atas minta guna internet kena tariff dasar internet sesuai skema tariff kartu hubung 363 aktif paket internet lain info lebih lanjut wwwtelkomselcom,Spam
174,paket bronet 24jam 15mb 1hr aktif nikmat 15mb laku 00-2359 aktif sd 28-08-2016 promo axis lain telp 123 info838,Spam
175,paket bronet 24jam 2gb 60hr rp28800 segera aktif temu tawar tarik axis lain telp 123info838,Spam
176,paket bronet 2gb 60hr 24jam aktif nikmat internet 2gb laku hingga jam 2359 aktif sd 27-10-2016 promo axis lain telp 123 info838,Spam
177,paket flash 10 mb utk 1 hari akhir pd 08072016 tarif non paket laku tgl tsb info hubung 363 cek kuota 889,Spam
178,paket internet bronet 24 jam 2gb 60hr kamu aktif  otomatis panjang 27-10-2016 jam 23 59 info838,Spam
179,paket internet spesial buat kamu internetan minggu dgn kuota 15gb cuma rp10rb ayo segera ketik kebut kirim 919 sd 29 juli 2015 jgn lupa,Spam
180,paket super murah 2 pcs c strip1 ayam sayapnasiteh pucuk rp15909tukarkan sms cfc yogya subang hari iniselama sedia adapromo 606,Spam
181,paket super ngebut 35gb 30hr rp25rb aktif nikmat 500mb 1200 2400  3g 00 00-12 00 3g panjang 11-mar-2013 jam 23 59 info 817,Spam
182,paket tsel flash akhir tgl 07082016 panjang dg 10 mb utk 1 hari harga 2500 dpt ubah sesuai lokasi   pasti pulsa cukup utk henti langgan ketik flash off 3636 info detail tariff lihat tselmeinternet,Spam
183,langgan yth update informasi tarif baru tselmeas hubung 188 rp 300call,Spam
184,beli dave s single burger gratis small fries  minum periode 5-11 september 2016 tukar sms wendy s dekat tawar terbataspromo 606,Spam
185,tawar khusus bonus kuota 500mb 1hr cukup isi ulang min 5000 hari ayo buru isi pulsa sekarang t536,Spam
186,tawar spesial obral paket data 15 gb00-24nelpon puas nmr indosat rp20rb utk 1minggudaftar skrg ketik 929 laku hari rtx1,Spam
187,plg ythmohon beri nilai puas alam layan telkomsel ketik 1 utk bhs indonesia  type 2 for english send to 1166free for int l charged,Spam
188,promo panjang gratis mifimodem 4g untuk tunjuk sms galeri smartfren  isi pulsa 100rb utk bawa pulang mifi favorit sd23nov dl40k,Spam
189,promo poin spesial tukar 20 tselpoin kamu 20menit 100sms 20mb 70020 periode promo 11-31 juli 2016 info hub 188,Spam
190,promo beli paket flash mulai 13 gb my telkomsel app dpt extra nelpon hingga 100mnt1hr buru promo batas sk,Spam
191,promo beli paket flash mulai 1gb my telkomsel app dpt extra kuota 2gb 4g lte extra nelpon hingga 100mnt1hr buru cek  tselmemytsel1 sk,Spam
192,promo beli paket flash mulai 35gb my telkomsel app dpt extra paket 1gb midnight 00-09 buru promo batas sk,Spam
193,puas internetan chatting facebook nonton video 30 hari hingga 15 gb cuma rp 30ribu beli paket 1001,Spam
194,quota 15 gb harga mulai 325 ribu beli paket 1001 puas internetan 30 hari,Spam
195,raih smartphone diskon merchant  free internet voice sms promo 71 tahun ri tukar 17 telkomsel poin mulai 15ags16 mytelkomsel apps,Spam
196,rawit harga miring internetan makin sering ayo isi ulang kartu axis kamu sekarang pasti besok ikut promo rabu rawit info838 ld328,Spam
197,rawit kuota bagus harga khusus ayo isi ulang kartu axis kamu sekarang pasti besok ikut promo rabu rawit info838 ld299,Spam
198,ribet bolak balik cek pulsacek sisa kuota internetmu download aja aplikasi mycare 1x klik semua jadi mudah akses https mycareindosatooredoocom,Spam
199,rp29rbbln utk 3 bln hrg normal rp59rb utk bln ke-4 nelpon  sms puas im3 plus kuota 11gb4g10gb 4gmau ketik 919 sd 21 juni 2016,Spam
200,rp30rbbln utk 3 bln hrg normal rp59rb utk bln ke-4 nelpon  sms puas im3 plus kuota 3gb10gb 4g mau ketik 919 sd 05-aug-16,Spam
201,saat pindah jaring 4g cepat tukar kartu gerai indosatooredoo jljend soedirman-purwokerto dptkn bns rp25rb utk nelpsms indosatooredoo,Spam
202,segera aktivasi rekening btpn wow ketik 247 tekan yes  call lalu buat pin rahasia info lengkap hub 1500300,Spam
203,selamat dapat voucher berrybenka rp100rb masuk kode voucher tw96d transaksi wwwberrybenkacomsimpati mau voucher hub 9991,Spam
204,selamat dapat voucher lazada rp100rb masuk kode voucher tst88 transaksi wwwlazadacoidsimpati mau voucher hub 9991,Spam
205,selamat dapat voucher zalora rp100rb masuk kode voucher tsu59 transaksi wwwzaloracoidsimpati mau voucher hub 9991,Spam
206,selamat dapat bonus pulsa rp 100000 sama indosat ooredoo laku 3 hari poin senyum tambah cek bonus 5578,Spam
207,selamat gabung tri nikmat kuota 3gb utk 30 harikuota panjang otomatis pulsa cukup nikmat bonus kuota lipat hingga 1gb panjang kartu otomatis non-aktif dlm waktu 3 bln tdk aktivitas sama sekali,Spam
208,selamat paket 50 sms semua operator aktif cek kuota 888,Spam
209,selamat paket aktif cek kuota 889,Spam
210,selamat paket bbm gratis aktif paket bbm laku 30 hari,Spam
211,selamat paket flash 10 mb 1 hari rp2500 aktif laku sd tgl 07082016 pk 23 59 wib paket langsung panjang akhir masa aktif paket tarif sesuai lokasi cek statusberhenti langgan lalu 363 info detail tarif lihat tselmeinternet,Spam
212,selamat tambah flash aktif laku sd 2016-08-07 23 59 59,Spam
213,selamat hak beli paket pas nelpon sms internetan video nsp pilih paket mulai rp500 100999 laku hari info 188,Spam
214,selamat aktif instink utk dpt info tarik telkomsel info henti program 600600 cs 133188,Spam
215,selamatanda dapat gratis 200 sms smsgift no 6285258952502 info cs  133188,Spam
216,selamat dapat kuota tsel besar 100sms cek kuota lalu 889 info wwwtelkomselcom,Spam
217,selamat beli paket combo kenyang  internet as cek bonus 889,Spam
218,sensasi seru main game pernah ayo gabung heroes game hit download gratis http bitly2c6jsxn,Spam
219,seru banget main 8 ball pool pakai pulsa banget loh bro beli koin games lain cek cara http tselmejajanonline,Spam
220,smartfren gratis mi-fimodem 4g tahun baru saat ganti gadget baru bawa pulang mi-fi 4gm-mu dg tunjuk sms galeri sf  isi pulsa 100rb sana sd 13jan info 888,Spam
221,special promo bonus kuota 500mb 1hr cukup isi ulang mulai 5000 hari ayo buru isi pulsa sekarang t580,Spam
222,spesial paket flash volume ultima kuota 18gb30hr kuota lebih banyak harga mulai rp60rb 100473 tariflokasi cek tselmefl,Spam
223,spesial paket internet hemat kuota limpah rp35 ribu kuota 25 gb30 hari aktif sekarang 550905 buru skb,Spam
224,spesial utk kamu langgan setia indosat ooredoo bonus 14 hari masa aktif 10 menit telp 100 sms cuma isi ulang sd 16 desember 2015 bonus laku 1x,Spam
225,sticker line lucu banyak banget loh beli yuk pulsa gampang banget coba yuk,Spam
226,super wow gratis 12 gb buat kamu ckup dgn isi pulsa minimun rp 100 ribu sd 22 november laku satu kali sempat  laku akumulasi loh tl053c,Spam
227,tambah thr dr mataharimall kode thr6 utk diskon 6 elektronik kode thr15 utk diskon 15 lifestyle kode thr25 utk diskon 25 fashion http mthrmltselthr,Spam
228,terima kasih guna paket data indosat info detail tekan 123,Spam
229,terima kasih langgan setia indosatooredoo download video  bonus gratis nelpon 60 menit hubung 9008,Spam
230,terima kasih sahabat indosatooredoo dapat video  game seru  gratis telp 3232,Spam
231,terima kasih sahabat indosatooredoo kenal batas bonus gratis nelpon 60 menit hub 9551 lalu yaok,Spam
232,terima kasih sahabat indosatooredoo mau tahu rahasia2 heboh artis top  bonus gratis nelpon 60 menittlp 7001,Spam
233,terima kasih sahabat indosatooredoo download video  bonus gratis nelpon 60 menit hubung 9008,Spam
234,terima kasih tlh laku isi ulang tgl 20022016 gratis nelpon 60menitvideo tekan 9009 lalu yesok,Spam
235,kini ungkapin apa pikir lewat sticker line beli pake pulsa tsel https storelineme download stickershop,Spam
236,terus isi saldo tcashmu nikmat aneka promo merchants partner tcash cek promo baru tcash tselmetappromo,Spam
237,thank you for your appreciation  trust in using telkomsel service for further feedback please advice  text sms to 1166 freefor int l charged,Spam
238,tingkat nilai isi ulang lanjut minimal rp10ribu dapat paket murah pas 100999 info 188,Spam
239,tri bagi bonus pulsa bulan pernuh berkah isi pulsa min 5rb dapet bonus pulsa 10rb utk nelp nmr tri hari ayo buru isi pulsa t496,Spam
240,trmksh tlh hasil isi pulsa smartfren 10000mau jual pulsabayar listrikspeedytelkom hub agen barokahmp reloadpasti untung,Spam
241,udah top up coins line utk beli sticker themes beli skrg jg pake pulsa utk tambah koleksi cek cara http tselmejajanonline,Spam
242,use my invite code nxmvf722ue and get a free ride up to rp75000 redeem it at https wwwubercominvitenxmvf722ue,Spam
243,wow diskon 50 utk beli paket flash 6gb  bonus 60menit cuma rp60rb utk 30hr 999606 sekarang tunggu buru sk laku,Spam
244,wow promo panjang sd 13 agt khusus kamu tukar hp smartfrenmu andromax e lte cuma 709rb dr 999rb ayo datang gallery smartfren dekat,Spam
245,penuh batasankami beri kebebasa n double kuota bonus 10gb4g unlimited nelpsms musik streaming gak pakai kuotacuma dg freedom combo daftar123,Spam
246,yuk dengerin langsung update hari seleb dr blog suara tlp 5094 gratis 3hr lalu rp2500mggcs 838 vas280,Spam
247,yuk internet-an ngebut utk akses fb twitter  chatting dgn beli paket flash 500mb7hr sesuai zona lokasi mulai rp25rb 100433 cek tarif tselmefl,Spam
248,yuk temen belanja google play mudah banget loh pakai pulsa http tselmejajanonline,Spam
249,yuk tetap guna flash volume ultima utk update informasi kuota 60mb7hr mulai rp7rb 100431 tariflokasi cek tselmefl,Spam
250,mau nonton bioskop gratis sama keluarga cigna ikan khusus tunggu telepon info cigna klik bitlytentangcigna,Spam
251,yuks internetan seru dg flash volume ultima kuota 18gb30hr mulai rp60rb sesuai zona lokasi hub 363145 info tarif  lokasi lihat tselmefl,Spam
252,xxxx xxxx tahu cabang suntrust lokal akun bank suntrust bank beku departemen tipu tahu ingat alas benar xxxx xxxx sadar salah coba guna kartu debit buah toko serba coba masuk lihat akun xxxx xxxx xxxx xxxx xxxx pertama kali lapor informasi pribadi retas xxxx xxxx xxxx tahu masuk lihat akun xxxx xxxx telepon layan langgan xxxx xxxx xxxx tahu orang masuk akun beberapa kali hasil bahkan beberapa aktivitas tipu online akun orang buat setor seluler palsu xxxx akun suntrust bank biar semua atas nama bukti id aman sama sekali identitas xxxx curi mudah guna suntrust bank xxxx xxxx xxxx asosiasi dukung perban online nama xxxx buka kunci akun xxxx kirim kepada taut web isi nama guna kata sandi mereset kredensial loginnya xxxx xxxx lapor telepon suntrust bank tiga kali pulih akses perban onlinenya kali telepon akses perban onlinenya pulih guna taut web isi nama guna kata sandi mereset kredensial loginnya suntrust bank ilegal blokir xxxx xxxx akses dana akun milik xxxx xxxx beri tahu suntrust bank tipu xxxx xxxx xxxx xxxx xxxx xxxx perhati bank tolak ambil tindak sangat aneh putus akses akun xxxx bulan kemudian xxxx xxxx saran batal deposit langsung beri kerja masuk akun suntrust bank milik jumlah uang urus keluar hari xxxx xxxx lapor unjung cabang suntrust bank xxxx xxxx arkansas xxxx xxxx xxxx laku tari tunai manajer sana kata ambil surat izin kemudi slip tari kepada lima belas menit kemudian nyata cabang bantu catat akun urus hampir semua bank nasional besar milik reputasi buruk cabang suntrust bank xxxx xxxx arkansas buruk buruk terima kasih atas perilaku profesional ketidakramahan manajer sana xxxx xxxx saran buka rekening lembaga uang terima gaji lalu deposit langsung sesuai minta majikan batal akun milik suntrust bank pernah guna suntrust bank layan uang apa bank sana suntrust bank tangkap satu sempat temu simpan uang jalan akun orang tanah alas benar bank sembunyi balik tentu umum kontrak peras orang hingga dinding pemberitahuan ingat sama sekali lembaga uang bas amerika serikat suntrust bank bukti ungkap baik aman guna heran suntrust bank seret adil federal sipil lebih banyak lembaga uang lokasi xxxx tennessee,Fraud
253,tanggal xxxx xxxx 2015 aju aplikasi pinjam hipotek refinance xxxx xxxx xxxx xxxx tx beri formulir closing cost capital worksheet xxxx xxxx xxxx xxxx mls xxxx diberitahu bayar nilai besar 47000 paham prosedur normal jadi siap bayar 47000 cek kartu kredit tanggal xxxx xxxx 2015 xxxx xxxx xxxx proses transaksi ach bisnis bisnis lawan rekening tabung otorisasi istri lihat rekening tabung 10 hari kemudian temu 47000 ambil rekening tabung pergi tanya xxxx jelas diberitahu kembali tutup pernah pernah beri otorisasi ach rekening tabung maupun rekening cek masalah percaya faktor sama gagal sepenuh jelas biaya tutup xxxx xxxx xxxx sangat marah tolak selesai transaksi kata bank akhir janji sebut kirim email minta maaf beberapa jam kemudian telepon xxxx manajer beberapa kali coba buat kembali transaksi ach mau jelas percaya ach otorisasi rupa transaksi bisnis bisnis ilegal boleh akun konsumen hubung departemen resolusi ach bank jp morgan chase diberitahu laku apa hubung manajer distrik cabang lokal jpmorgan chase diberitahu sama nomor telepon kontak departemen resolusi ach diskusi minta xxxx ekstensi xxxx hubung xxxx atur jelas nyata transaksi ach bisnis bisnis nyata tuju bisnis semua transaksi perlu otorisasi suara rekam ditandatangani,Fraud
254,hilang dompet xxxx xxxx xxxx xxxx orang laku deposit cek besar 500000 akun ambil 500000 uang sama rekening checking besar 80000 xxxx tabung cek gaji besar 21000 telepon beri tahu laku semua minta laku dapat dana lapor benar pikir dana aman laku perban navy federal tahun baru pindah texas mana navy federal beres terima kasih,Fraud
255,bank synchrony curi 200000 bank terima uang cek xxxx  xxxx xxxx besar 200000 kemudian beri tahu saldo rekening 0000 detail ikut  xxxx xxxx - kirim cek  xxxx besar 200000 xxxx synchrony bank lihat lampir a xxxx xxxx - bank td debet rekening besar 200000 lihat lampir b xxxx xxxx xxxx synchrony bank aku terima 200000 deposito xxxx lihat lampir c xxxx xxxx xxxx synchrony bank kata saldo rekening sekarang 200000 lihat lampir d xxxx xxxx terima panggil telepon xxxx wanita kata punya cek besar 200000 apa laku itu tanya mana berkas serta cek wanita kata punya dokumen punya cek itu memberitahunya catat kolom memo cek cd xxxx bulan xxxx xxxx xxxx synchrony bank xxxx kirim nomor cek xxxx waktu xxxx lihat lampir b xxxx xxxx - xxxx kembali cek dana cukup beban rekening besar 3500 overdraft lihat lampir b e xxxx xxxx xxxx synchrony bank beri tahu saldo rekening sesuai xxxx kali dua kirim cek sebut kembali dana cukup xxxx synchrony bank gagal kata apa laku 200000 terima xxxx xxxx upaya ulang telepon selesai situasi gagal,Fraud
256,halo orang ibu tunggal usia xxxx xxxx anak tulis keluh punya tempat paling milik rekening checking bbva compass xxxx fl tahun 2009 rekening sebut overdrawn rupa lalai pihak rekening tutup juang tahun bbva compass bantu pernah beri tahu lapor buah usaha nama xxxx xxxx services overdraft rekening rupa lalai cara maksud sebab curang pergi salah satu cabang bbva compass tempat bicara manajer cabang beri print out kapan rekening buka kapan tutup ingat rekening bayar hingga saldo nol jumlah overdraft 700 print out bayar bbva compass overdraft semua biaya kait beberapa tahun lalu kata curang gantung atas kepala sejak cara rekening kait curang bukan orang jahat milik catat pidana curang latar belakang warga patuh hukum buat salah kecil sangat rugi minta compass periksa catat hapus label nama rekening kait maksud guna giat curang apa bbva compass benar percaya rekening maksud curang bukti utang apa bbva compass ingin bisnis erti jangan buat sulit alih lembaga uang sangat sayang praktik maksud tahan kelas tengah bawah hidup cukup sulit bayar biaya tambah uang cek gaji bayar kartu prabayar sungguh sulit tarik catat bbva compass biar buka rekening tutup beberapa hari kemudian beri jelas pernah beri tahu lapor tempat nama early warning services rekening sangat lama tahun 2009 derita cukup tinjau catat rekening maksud guna tuju sesat lampir printout beri buah surat,Fraud
257,tanggal xxxxxxxx tarik uang atm transaksi sebut tolak minta hubung bank kemudian masuk akun lalu ipad kejut tahu xxxx transaksi sah tari atm pos total 470000 laku rekening checking pnc tanggal xxxxxxxx negara bagi michigan temu transaksi sah 800 buah toko xxxx negara bagi michigan laku tanggal xxxxxxxx segera lapor wakil layan langgan pnc kemudian beri tahu blokir akun buat telepon bank verifikasi laku transaksi hari belum jelas kata kepada bukan orang laku transaksi sebut beri tuju otorisasi siapa laku kemudian kata kredit biaya atm biaya kece saldo total 1200 debit rekening kemudian aju klaim balik semua transaksi sah beri nomor referensi xxxx klaim selisih xxxx waktu sekarang keluar amerika serikat xxxx bahkan tinggal negara sebut xxxx xxxx mana tinggal xxxx bulan kemudian pergi xxxx xxxx mana tinggal xxxxxxxx hingga xxxxxxxx kemudian xxxx xxxx milik kartu debit pnc rekening checking pernah beri informasi akun siapa kejut terima surat bank tulis anonim nyata selesai lidi kredit rekening jumlah 470000 xxxx transaksi sah kemudian hubung tanggal xxxxxxxx bicara wakil kemudian aju klaim tanggal xxxxxxxx rekening checking kredit 800 transaksi xxxx deskripsi kredit persahaan akhir arti transaksi sah lain jumlah 470000 tolak coba beberapa kali hubung orang supervisor manajer bantu selesai masalah hasil pindah tinggal pesan suara kotak surat tentu alami banyak putus telepon keliling jadi putus hubung otoritas kompeten bantu selesai,Fraud
